이름,국어,영어,수학,과학
학생7437,21,50,55,88
학생7438,98,90,88,64
학생7439,88,90,62,72
학생7440,92,70,75,85
학생7441,63,60,31,70
학생7442,54,50,23,88
학생7443,64,54,73,83
학생7444,89,36,63,14
학생7445,83,26,81,98
학생7446,18,51,17,6
학생7447,62,69,84,80
학생7448,54,34,56,46
학생7449,40,67,26,96
학생7450,55,85,46,81
학생7451,35,53,86,12
학생7452,42,59,79,10
학생7453,20,83,28,69
학생7454,14,53,19,32
학생7455,77,75,75,98
학생7456,45,30,62,89
학생7457,69,47,71,90
학생7458,51,57,16,0
학생7459,28,69,8,6
학생7460,55,46,97,73
학생7461,52,79,44,16
학생7462,33,62,83,0
학생7463,79,12,53,43
학생7464,55,56,92,40
학생7465,46,56,39,24
학생7466,70,41,86,93
학생7467,20,88,73,46
학생7468,63,60,55,70
학생7469,21,50,55,88
학생7470,98,90,88,64
학생7471,88,90,62,72
학생7472,92,70,75,85
학생7473,63,60,31,70
학생7474,54,50,23,88
학생7475,64,54,73,83
학생7476,89,36,63,14
학생7477,83,26,81,98
학생7478,18,51,17,6
학생7479,46,56,39,24
학생7480,70,41,86,93
학생7481,20,88,73,46
학생7482,63,60,55,70
학생7483,21,50,55,88
학생7484,98,90,88,64
학생7485,88,90,62,72
학생7486,92,70,75,85
학생7487,63,60,31,70
학생7488,54,50,23,88
학생7489,64,54,73,83
학생7490,89,36,63,14
학생7491,83,26,81,98
학생7492,18,51,17,6
학생7493,37,27,97,62
학생7494,70,20,63,0
학생7495,85,98,24,53
학생7496,94,77,76,99
학생7497,96,39,77,12
학생7498,46,56,39,24
학생7499,70,41,86,93
학생7500,20,88,73,46
학생7501,63,60,55,70
학생7502,21,50,55,88
학생7503,98,90,88,64
학생7504,88,90,62,72
학생7505,46,56,39,24
학생7506,70,41,86,93
학생7507,20,88,73,46
학생7508,63,60,55,70
학생7509,21,50,55,88
학생7510,98,90,88,64
학생7511,88,90,62,72
학생7512,92,70,75,85
학생7513,63,60,31,70
학생7514,54,50,23,88
학생7515,64,54,73,83
학생7516,89,36,63,14
학생7517,83,26,81,98
학생7518,18,51,17,6
학생7519,46,56,39,24
학생7520,70,41,86,93
학생7521,20,88,73,46
학생7522,63,60,55,70
학생7523,21,50,55,88
학생7524,98,90,88,64
학생7525,88,90,62,72
학생7526,92,70,75,85
학생7527,63,60,31,70
학생7528,54,50,23,88
학생7529,46,56,39,24
학생7530,70,41,86,93
학생7531,20,88,73,46
학생7532,63,60,55,70
학생7533,21,50,55,88
학생7534,98,90,88,64
학생7535,88,90,62,72
학생7536,46,56,39,24
학생7537,70,41,86,93
학생7538,20,88,73,46
학생7539,63,60,55,70
학생7540,21,50,55,88
학생7541,98,90,88,64
학생7542,88,90,62,72
학생7543,92,70,75,85
학생7544,63,60,31,70
학생7545,54,50,23,88
학생7546,64,54,73,83
학생7547,46,56,39,24
학생7548,70,41,86,93
학생7549,20,88,73,46
학생7550,63,60,55,70
학생7551,21,50,55,88
학생7552,98,90,88,64
학생7553,88,90,62,72
학생7554,92,70,75,85
학생7555,63,60,31,70
학생7556,54,50,23,88
학생7557,46,56,39,24
학생7558,70,41,86,93
학생7559,20,88,73,46
학생7560,46,56,39,24
학생7561,70,41,86,93
학생7562,46,56,39,24
학생7563,70,41,86,93
학생7564,20,88,73,46
학생7565,63,60,55,70
학생7566,21,50,55,88
학생7567,98,90,88,64
학생7568,88,90,62,72
학생7569,92,70,75,85
학생7570,63,60,31,70
학생7571,54,50,23,88
학생7572,64,54,73,83
학생7573,89,36,63,14
학생7574,83,26,81,98
학생7575,18,51,17,6
학생7576,85,37,23,49
학생7577,90,93,65,30
학생7578,71,83,15,11
학생7579,94,6,28,69
학생7580,85,88,60,17
학생7581,32,59,16,31
학생7582,59,64,40,72
학생7583,85,73,51,6
학생7584,20,36,26,73
학생7585,46,56,39,24
학생7586,70,41,86,93
학생7587,20,88,73,46
학생7588,63,60,55,70
학생7589,21,50,55,88
학생7590,98,90,88,64
학생7591,88,90,62,72
학생7592,92,70,75,85
학생7593,63,60,31,70
학생7594,54,50,23,88
학생7595,64,54,73,83
학생7596,89,36,63,14
학생7597,83,26,81,98
학생7598,18,51,17,6
학생7599,23,61,24,30
학생7600,53,60,20,39
학생7601,46,56,39,24
학생7602,70,41,86,93
학생7603,20,88,73,46
학생7604,63,60,55,70
학생7605,21,50,55,88
학생7606,98,90,88,64
학생7607,88,90,62,72
학생7608,92,70,75,85
학생7609,63,60,31,70
학생7610,54,50,23,88
학생7611,64,54,73,83
학생7612,89,36,63,14
학생7613,83,26,81,98
학생7614,18,51,17,6
학생7615,54,50,23,88
학생7616,64,54,73,83
학생7617,89,36,63,14
학생7618,83,26,81,98
학생7619,18,51,17,6
학생7620,71,84,33,34
학생7621,64,3,39,18
학생7622,46,43,49,2
학생7623,36,72,84,28
학생7624,83,57,67,33
학생7625,33,19,69,65
학생7626,46,56,39,24
학생7627,70,41,86,93
학생7628,20,88,73,46
학생7629,63,60,55,70
학생7630,21,50,55,88
학생7631,98,90,88,64
학생7632,88,90,62,72
학생7633,92,70,75,85
학생7634,63,60,31,70
학생7635,54,50,23,88
학생7636,64,54,73,83
학생7637,89,36,63,14
학생7638,83,26,81,98
학생7639,18,51,17,6
학생7640,46,56,39,24
학생7641,70,41,86,93
학생7642,20,88,73,46
학생7643,63,60,55,70
학생7644,21,50,55,88
학생7645,98,90,88,64
학생7646,88,90,62,72
학생7647,46,56,39,24
학생7648,70,41,86,93
학생7649,20,88,73,46
학생7650,63,60,55,70
학생7651,21,50,55,88
학생7652,98,90,88,64
학생7653,88,90,62,72
학생7654,92,70,75,85
학생7655,63,60,31,70
학생7656,54,50,23,88
학생7657,64,54,73,83
학생7658,89,36,63,14
학생7659,83,26,81,98
학생7660,18,51,17,6
학생7661,46,56,39,24
학생7662,70,41,86,93
학생7663,20,88,73,46
학생7664,63,60,55,70
학생7665,21,50,55,88
학생7666,98,90,88,64
학생7667,88,90,62,72
학생7668,92,70,75,85
학생7669,63,60,31,70
학생7670,54,50,23,88
학생7671,64,54,73,83
학생7672,89,36,63,14
학생7673,83,26,81,98
학생7674,18,51,17,6
학생7675,69,66,39,59
학생7676,25,19,37,45
학생7677,21,82,20,20
학생7678,7,11,57,74
학생7679,23,32,52,99
학생7680,97,87,30,66
학생7681,53,32,23,28
학생7682,14,45,73,30
학생7683,12,52,44,37
학생7684,46,56,39,24
학생7685,70,41,86,93
학생7686,20,88,73,46
학생7687,63,60,55,70
학생7688,21,50,55,88
학생7689,98,90,88,64
학생7690,88,90,62,72
학생7691,92,70,75,85
학생7692,63,60,31,70
학생7693,54,50,23,88
학생7694,64,54,73,83
학생7695,89,36,63,14
학생7696,83,26,81,98
학생7697,18,51,17,6
학생7698,75,38,94,50
학생7699,58,74,56,27
학생7700,52,86,55,51
학생7701,62,24,72,24
학생7702,71,21,21,89
학생7703,95,67,17,86
학생7704,62,71,88,95
학생7705,46,56,39,24
학생7706,70,41,86,93
학생7707,20,88,73,46
학생7708,63,60,55,70
학생7709,21,50,55,88
학생7710,98,90,88,64
학생7711,46,56,39,24
학생7712,70,41,86,93
학생7713,20,88,73,46
학생7714,63,60,55,70
학생7715,21,50,55,88
학생7716,98,90,88,64
학생7717,88,90,62,72
학생7718,92,70,75,85
학생7719,63,60,31,70
학생7720,54,50,23,88
학생7721,64,54,73,83
학생7722,89,36,63,14
학생7723,83,26,81,98
학생7724,18,51,17,6
학생7725,98,,88,64
학생7726,88,90,62,72
학생7727,92,70,,
학생7728,63,60,31,70
학생7729,100,50,,88
학생7730,98,,88,64
학생7731,88,90,62,72
학생7732,92,70,,
학생7733,63,60,31,70
학생7734,100,50,,88
학생7735,56,49,90,44
학생7736,34,28,16,0
학생7737,37,13,9,41
학생7738,14,17,21,77
학생7739,37,20,3,77
학생7740,19,97,28,77
학생7741,57,85,33,84
학생7742,10,21,67,54
학생7743,79,74,14,59
학생7744,96,67,66,48
학생7745,46,25,54,56
학생7746,66,32,77,24
학생7747,46,25,2,12
학생7748,26,10,49,74
학생7749,97,68,65,33
학생7750,86,70,99,45
학생7751,31,62,37,82
학생7752,43,88,11,56
학생7753,6,98,96,74
학생7754,41,75,8,22
학생7755,29,45,94,70
학생7756,83,84,32,91
학생7757,91,1,53,32
학생7758,89,59,10,29
학생7759,84,58,70,25
학생7760,96,95,10,4
학생7761,83,7,64,9
학생7762,67,38,63,26
학생7763,50,72,14,86
학생7764,60,28,49,59
학생7765,71,11,49,62
학생7766,32,63,31,96
학생7767,72,6,73,22
학생7768,29,93,2,85
학생7769,,56,64,24
학생7770,98,,88,64
학생7771,88,90,62,72
학생7772,92,70,,
학생7773,63,60,31,70
학생7774,21,50,,88
학생7775,98,,88,64
학생7776,88,90,62,72
학생7777,92,70,,
학생7778,63,60,31,70
학생7779,54,50,,88
학생7780,64,3,73,83
학생7781,78,58,20,47
학생7782,13,82,57,1
학생7783,4,11,81,76
학생7784,3,25,26,67
학생7785,96,78,1,6
학생7786,78,31,70,91
학생7787,4,63,59,23
학생7788,29,67,49,28
학생7789,93,56,63,55
학생7790,57,65,12,47
학생7791,20,74,56,17
학생7792,6,61,0,20
학생7793,3,11,83,45
학생7794,4,82,88,69
학생7795,62,5,92,67
학생7796,4,12,73,73
학생7797,84,58,70,25
학생7798,96,95,10,4
학생7799,83,7,64,9
학생7800,67,38,63,26
학생7801,50,72,14,86
학생7802,60,28,49,59
학생7803,71,11,49,62
학생7804,32,63,31,96
학생7805,72,6,73,22
학생7806,29,93,2,85
학생7807,,56,64,24
학생7808,98,,88,64
학생7809,88,90,62,72
학생7810,92,70,,
학생7811,63,60,31,70
학생7812,21,50,,88
학생7813,98,,88,64
학생7814,88,90,62,72
학생7815,92,70,,
학생7816,63,60,31,70
학생7817,54,50,,88
학생7818,64,3,73,83
학생7819,83,91,32,99
학생7820,5,55,11,65
학생7821,7,40,10,3
학생7822,55,46,74,35
학생7823,97,70,20,27
학생7824,92,61,42,88
학생7825,16,10,41,55
학생7826,47,33,64,65
학생7827,14,40,90,41
학생7828,3,74,48,49
학생7829,52,64,68,85
학생7830,26,87,93,36
학생7831,30,51,30,62
학생7832,72,44,80,13
학생7833,35,49,30,41
학생7834,52,60,1,14
학생7835,12,65,86,76
학생7836,79,21,11,41
학생7837,13,33,72,92
학생7838,57,68,33,33
학생7839,48,44,37,83
학생7840,66,88,81,66
학생7841,44,15,44,46
학생7842,99,2,96,90
학생7843,57,4,12,85
학생7844,4,77,57,83
학생7845,74,23,52,64
학생7846,84,58,70,25
학생7847,96,95,10,4
학생7848,83,7,64,9
학생7849,67,38,63,26
학생7850,50,72,14,86
학생7851,60,28,49,59
학생7852,71,11,49,62
학생7853,32,63,31,96
학생7854,72,6,73,22
학생7855,29,93,2,85
학생7856,,56,64,24
학생7857,98,,88,64
학생7858,88,90,62,72
학생7859,92,70,55,
학생7860,63,60,55,70
학생7861,21,50,55,88
학생7862,98,,88,64
학생7863,88,90,62,72
학생7864,92,70,75,85
학생7865,63,60,31,70
학생7866,54,50,23,88
학생7867,64,54,73,83
학생7868,89,36,63,14
학생7869,83,26,81,98
학생7870,18,51,17,6
학생7871,63,60,55,70
학생7872,21,50,55,88
학생7873,98,,88,64
학생7874,88,90,62,72
학생7875,92,70,75,85
학생7876,63,60,31,70
학생7877,54,50,23,88
학생7878,64,54,73,83
학생7879,89,36,63,14
학생7880,83,26,81,98
학생7881,18,51,17,6
학생7882,33,95,77,95
학생7883,86,34,31,18
학생7884,61,31,97,69
학생7885,79,87,93,86
학생7886,68,75,10,58
학생7887,36,59,90,54
학생7888,55,25,13,30
학생7889,63,60,55,70
학생7890,21,50,55,88
학생7891,98,,88,64
학생7892,88,90,62,72
학생7893,92,70,75,85
학생7894,63,60,31,70
학생7895,54,50,23,88
학생7896,64,54,73,83
학생7897,89,36,63,14
학생7898,83,26,81,98
학생7899,18,51,17,6
학생7900,73,89,73,78
학생7901,45,11,99,81
학생7902,88,10,87,7
학생7903,10,67,56,93
학생7904,97,82,93,67
학생7905,4,86,62,94
학생7906,72,47,72,89
학생7907,13,56,64,34
학생7908,46,56,39,24
학생7909,70,41,86,93
학생7910,20,88,73,46
학생7911,63,60,55,70
학생7912,21,50,55,88
학생7913,98,90,88,64
학생7914,88,90,62,72
학생7915,92,70,75,85
학생7916,63,60,31,70
학생7917,54,50,23,88
학생7918,64,54,73,83
학생7919,89,36,63,14
학생7920,83,26,81,98
학생7921,18,51,17,6
학생7922,74,85,95,70
학생7923,46,56,39,24
학생7924,70,41,86,93
학생7925,20,88,73,46
학생7926,63,60,55,70
학생7927,21,50,55,88
학생7928,98,90,88,64
학생7929,88,90,62,72
학생7930,92,70,75,85
학생7931,63,60,31,70
학생7932,54,50,23,88
학생7933,64,54,73,83
학생7934,89,36,63,14
학생7935,83,26,81,98
학생7936,18,51,17,6
학생7937,42,92,61,10
학생7938,46,56,39,24
학생7939,70,41,86,93
학생7940,20,88,73,46
학생7941,63,60,55,70
학생7942,21,50,55,88
학생7943,98,90,88,64
학생7944,88,90,62,72
학생7945,92,70,75,85
학생7946,63,60,31,70
학생7947,54,50,23,88
학생7948,64,54,73,83
학생7949,89,36,63,14
학생7950,83,26,81,98
학생7951,18,51,17,6
학생7952,62,69,84,80
학생7953,54,34,56,46
학생7954,40,67,26,96
학생7955,55,85,46,81
학생7956,35,53,86,12
학생7957,42,59,79,10
학생7958,20,83,28,69
학생7959,14,53,19,32
학생7960,77,75,75,98
학생7961,45,30,62,89
학생7962,69,47,71,90
학생7963,51,57,16,0
학생7964,28,69,8,6
학생7965,55,46,97,73
학생7966,52,79,44,16
학생7967,33,62,83,0
학생7968,79,12,53,43
학생7969,55,56,92,40
학생7970,46,56,39,24
학생7971,70,41,86,93
학생7972,20,88,73,46
학생7973,63,60,55,70
학생7974,21,50,55,88
학생7975,98,90,88,64
학생7976,88,90,62,72
학생7977,92,70,75,85
학생7978,63,60,31,70
학생7979,54,50,23,88
학생7980,64,54,73,83
학생7981,89,36,63,14
학생7982,83,26,81,98
학생7983,18,51,17,6
학생7984,46,56,39,24
학생7985,70,41,86,93
학생7986,20,88,73,46
학생7987,63,60,55,70
학생7988,21,50,55,88
학생7989,98,90,88,64
학생7990,88,90,62,72
학생7991,92,70,75,85
학생7992,63,60,31,70
학생7993,54,50,23,88
학생7994,64,54,73,83
학생7995,89,36,63,14
학생7996,83,26,81,98
학생7997,18,51,17,6
학생7998,37,27,97,62
학생7999,70,20,63,0
학생8000,85,98,24,53
학생8001,94,77,76,99
학생8002,96,39,77,12
학생8003,46,56,39,24
학생8004,70,41,86,93
학생8005,20,88,73,46
학생8006,63,60,55,70
학생8007,21,50,55,88
학생8008,98,90,88,64
학생8009,88,90,62,72
학생8010,46,56,39,24
학생8011,70,41,86,93
학생8012,20,88,73,46
학생8013,63,60,55,70
학생8014,21,50,55,88
학생8015,98,90,88,64
학생8016,88,90,62,72
학생8017,92,70,75,85
학생8018,63,60,31,70
학생8019,54,50,23,88
학생8020,64,54,73,83
학생8021,89,36,63,14
학생8022,83,26,81,98
학생8023,18,51,17,6
학생8024,46,56,39,24
학생8025,70,41,86,93
학생8026,20,88,73,46
학생8027,63,60,55,70
학생8028,21,50,55,88
학생8029,98,90,88,64
학생8030,88,90,62,72
학생8031,92,70,75,85
학생8032,63,60,31,70
학생8033,54,50,23,88
학생8034,46,56,39,24
학생8035,70,41,86,93
학생8036,20,88,73,46
학생8037,63,60,55,70
학생8038,21,50,55,88
학생8039,98,90,88,64
학생8040,88,90,62,72
학생8041,46,56,39,24
학생8042,70,41,86,93
학생8043,20,88,73,46
학생8044,63,60,55,70
학생8045,21,50,55,88
학생8046,98,90,88,64
학생8047,88,90,62,72
학생8048,92,70,75,85
학생8049,63,60,31,70
학생8050,54,50,23,88
학생8051,64,54,73,83
학생8052,46,56,39,24
학생8053,70,41,86,93
학생8054,20,88,73,46
학생8055,63,60,55,70
학생8056,21,50,55,88
학생8057,98,90,88,64
학생8058,88,90,62,72
학생8059,92,70,75,85
학생8060,63,60,31,70
학생8061,54,50,23,88
학생8062,46,56,39,24
학생8063,70,41,86,93
학생8064,20,88,73,46
학생8065,46,56,39,24
학생8066,70,41,86,93
학생8067,46,56,39,24
학생8068,70,41,86,93
학생8069,20,88,73,46
학생8070,63,60,55,70
학생8071,21,50,55,88
학생8072,98,90,88,64
학생8073,88,90,62,72
학생8074,92,70,75,85
학생8075,63,60,31,70
학생8076,54,50,23,88
학생8077,64,54,73,83
학생8078,89,36,63,14
학생8079,83,26,81,98
학생8080,18,51,17,6
학생8081,85,37,23,49
학생8082,90,93,65,30
학생8083,71,83,15,11
학생8084,94,6,28,69
학생8085,85,88,60,17
학생8086,32,59,16,31
학생8087,59,64,40,72
학생8088,85,73,51,6
학생8089,20,36,26,73
학생8090,46,56,39,24
학생8091,70,41,86,93
학생8092,20,88,73,46
학생8093,63,60,55,70
학생8094,21,50,55,88
학생8095,98,90,88,64
학생8096,88,90,62,72
학생8097,92,70,75,85
학생8098,63,60,31,70
학생8099,54,50,23,88
학생8100,64,54,73,83
학생8101,89,36,63,14
학생8102,83,26,81,98
학생8103,18,51,17,6
학생8104,23,61,24,30
학생8105,53,60,20,39
학생8106,46,56,39,24
학생8107,70,41,86,93
학생8108,20,88,73,46
학생8109,63,60,55,70
학생8110,21,50,55,88
학생8111,98,90,88,64
학생8112,88,90,62,72
학생8113,92,70,75,85
학생8114,63,60,31,70
학생8115,54,50,23,88
학생8116,64,54,73,83
학생8117,89,36,63,14
학생8118,83,26,81,98
학생8119,18,51,17,6
학생8120,54,50,23,88
학생8121,64,54,73,83
학생8122,89,36,63,14
학생8123,83,26,81,98
학생8124,18,51,17,6
학생8125,71,84,33,34
학생8126,64,3,39,18
학생8127,46,43,49,2
학생8128,36,72,84,28
학생8129,83,57,67,33
학생8130,33,19,69,65
학생8131,46,56,39,24
학생8132,70,41,86,93
학생8133,20,88,73,46
학생8134,63,60,55,70
학생8135,21,50,55,88
학생8136,98,90,88,64
학생8137,88,90,62,72
학생8138,92,70,75,85
학생8139,63,60,31,70
학생8140,54,50,23,88
학생8141,64,54,73,83
학생8142,89,36,63,14
학생8143,83,26,81,98
학생8144,18,51,17,6
학생8145,46,56,39,24
학생8146,70,41,86,93
학생8147,20,88,73,46
학생8148,63,60,55,70
학생8149,21,50,55,88
학생8150,98,90,88,64
학생8151,88,90,62,72
학생8152,46,56,39,24
학생8153,70,41,86,93
학생8154,20,88,73,46
학생8155,63,60,55,70
학생8156,21,50,55,88
학생8157,98,90,88,64
학생8158,88,90,62,72
학생8159,92,70,75,85
학생8160,63,60,31,70
학생8161,54,50,23,88
학생8162,64,54,73,83
학생8163,89,36,63,14
학생8164,83,26,81,98
학생8165,18,51,17,6
학생8166,46,56,39,24
학생8167,70,41,86,93
학생8168,20,88,73,46
학생8169,63,60,55,70
학생8170,21,50,55,88
학생8171,98,90,88,64
학생8172,88,90,62,72
학생8173,92,70,75,85
학생8174,63,60,31,70
학생8175,54,50,23,88
학생8176,64,54,73,83
학생8177,89,36,63,14
학생8178,83,26,81,98
학생8179,18,51,17,6
학생8180,69,66,39,59
학생8181,25,19,37,45
학생8182,21,82,20,20
학생8183,7,11,57,74
학생8184,23,32,52,99
학생8185,97,87,30,66
학생8186,53,32,23,28
학생8187,14,45,73,30
학생8188,12,52,44,37
학생8189,46,56,39,24
학생8190,70,41,86,93
학생8191,20,88,73,46
학생8192,63,60,55,70
학생8193,21,50,55,88
학생8194,98,90,88,64
학생8195,88,90,62,72
학생8196,92,70,75,85
학생8197,63,60,31,70
학생8198,54,50,23,88
학생8199,64,54,73,83
학생8200,89,36,63,14
학생8201,83,26,81,98
학생8202,18,51,17,6
학생8203,75,38,94,50
학생8204,58,74,56,27
학생8205,52,86,55,51
학생8206,62,24,72,24
학생8207,71,21,21,89
학생8208,95,67,17,86
학생8209,62,71,88,95
학생8210,46,56,39,24
학생8211,70,41,86,93
학생8212,20,88,73,46
학생8213,63,60,55,70
학생8214,21,50,55,88
학생8215,98,90,88,64
학생8216,46,56,39,24
학생8217,70,41,86,93
학생8218,20,88,73,46
학생8219,63,60,55,70
학생8220,21,50,55,88
학생8221,98,90,88,64
학생8222,88,90,62,72
학생8223,92,70,75,85
학생8224,63,60,31,70
학생8225,54,50,23,88
학생8226,64,54,73,83
학생8227,89,36,63,14
학생8228,83,26,81,98
학생8229,18,51,17,6
학생8230,98,,88,64
학생8231,88,90,62,72
학생8232,92,70,,
학생8233,63,60,31,70
학생8234,100,50,,88
학생8235,98,,88,64
학생8236,88,90,62,72
학생8237,92,70,,
학생8238,63,60,31,70
학생8239,100,50,,88
학생8240,56,49,90,44
학생8241,34,28,16,0
학생8242,37,13,9,41
학생8243,14,17,21,77
학생8244,37,20,3,77
학생8245,19,97,28,77
학생8246,57,85,33,84
학생8247,10,21,67,54
학생8248,79,74,14,59
학생8249,96,67,66,48
학생8250,46,25,54,56
학생8251,66,32,77,24
학생8252,46,25,2,12
학생8253,26,10,49,74
학생8254,97,68,65,33
학생8255,86,70,99,45
학생8256,31,62,37,82
학생8257,43,88,11,56
학생8258,6,98,96,74
학생8259,41,75,8,22
학생8260,29,45,94,70
학생8261,83,84,32,91
학생8262,91,1,53,32
학생8263,89,59,10,29
학생8264,84,58,70,25
학생8265,96,95,10,4
학생8266,83,7,64,9
학생8267,67,38,63,26
학생8268,50,72,14,86
학생8269,60,28,49,59
학생8270,71,11,49,62
학생8271,32,63,31,96
학생8272,72,6,73,22
학생8273,29,93,2,85
학생8274,,56,64,24
학생8275,98,,88,64
학생8276,88,90,62,72
학생8277,92,70,,
학생8278,63,60,31,70
학생8279,21,50,,88
학생8280,98,,88,64
학생8281,88,90,62,72
학생8282,92,70,,
학생8283,63,60,31,70
학생8284,54,50,,88
학생8285,64,3,73,83
학생8286,78,58,20,47
학생8287,13,82,57,1
학생8288,4,11,81,76
학생8289,3,25,26,67
학생8290,96,78,1,6
학생8291,78,31,70,91
학생8292,4,63,59,23
학생8293,29,67,49,28
학생8294,93,56,63,55
학생8295,57,65,12,47
학생8296,20,74,56,17
학생8297,6,61,0,20
학생8298,3,11,83,45
학생8299,4,82,88,69
학생8300,62,5,92,67
학생8301,4,12,73,73
학생8302,84,58,70,25
학생8303,96,95,10,4
학생8304,83,7,64,9
학생8305,67,38,63,26
학생8306,50,72,14,86
학생8307,60,28,49,59
학생8308,71,11,49,62
학생8309,32,63,31,96
학생8310,72,6,73,22
학생8311,29,93,2,85
학생8312,,56,64,24
학생8313,98,,88,64
학생8314,88,90,62,72
학생8315,92,70,,
학생8316,63,60,31,70
학생8317,21,50,,88
학생8318,98,,88,64
학생8319,88,90,62,72
학생8320,92,70,,
학생8321,63,60,31,70
학생8322,54,50,,88
학생8323,64,3,73,83
학생8324,83,91,32,99
학생8325,5,55,11,65
학생8326,7,40,10,3
학생8327,55,46,74,35
학생8328,97,70,20,27
학생8329,92,61,42,88
학생8330,16,10,41,55
학생8331,47,33,64,65
학생8332,14,40,90,41
학생8333,3,74,48,49
학생8334,52,64,68,85
학생8335,26,87,93,36
학생8336,30,51,30,62
학생8337,72,44,80,13
학생8338,35,49,30,41
학생8339,52,60,1,14
학생8340,12,65,86,76
학생8341,79,21,11,41
학생8342,13,33,72,92
학생8343,57,68,33,33
학생8344,48,44,37,83
학생8345,66,88,81,66
학생8346,44,15,44,46
학생8347,99,2,96,90
학생8348,57,4,12,85
학생8349,4,77,57,83
학생8350,74,23,52,64
학생8351,84,58,70,25
학생8352,96,95,10,4
학생8353,83,7,64,9
학생8354,67,38,63,26
학생8355,50,72,14,86
학생8356,60,28,49,59
학생8357,71,11,49,62
학생8358,32,63,31,96
학생8359,72,6,73,22
학생8360,29,93,2,85
학생8361,,56,64,24
학생8362,98,,88,64
학생8363,88,90,62,72
학생8364,92,70,55,
학생8365,63,60,55,70
학생8366,21,50,55,88
학생8367,98,,88,64
학생8368,88,90,62,72
학생8369,92,70,75,85
학생8370,63,60,31,70
학생8371,54,50,23,88
학생8372,64,54,73,83
학생8373,89,36,63,14
학생8374,83,26,81,98
학생8375,18,51,17,6
학생8376,63,60,55,70
학생8377,21,50,55,88
학생8378,98,,88,64
학생8379,88,90,62,72
학생8380,92,70,75,85
학생8381,63,60,31,70
학생8382,54,50,23,88
학생8383,64,54,73,83
학생8384,89,36,63,14
학생8385,83,26,81,98
학생8386,18,51,17,6
학생8387,33,95,77,95
학생8388,86,34,31,18
학생8389,61,31,97,69
학생8390,79,87,93,86
학생8391,68,75,10,58
학생8392,36,59,90,54
학생8393,55,25,13,30
학생8394,63,60,55,70
학생8395,21,50,55,88
학생8396,98,,88,64
학생8397,88,90,62,72
학생8398,92,70,75,85
학생8399,63,60,31,70
학생8400,54,50,23,88
학생8401,64,54,73,83
학생8402,89,36,63,14
학생8403,83,26,81,98
학생8404,18,51,17,6
학생8405,73,89,73,78
학생8406,45,11,99,81
학생8407,88,10,87,7
학생8408,10,67,56,93
학생8409,97,82,93,67
학생8410,4,86,62,94
학생8411,72,47,72,89
학생8412,13,56,64,34
학생8413,46,56,39,24
학생8414,70,41,86,93
학생8415,20,88,73,46
학생8416,63,60,55,70
학생8417,21,50,55,88
학생8418,98,90,88,64
학생8419,88,90,62,72
학생8420,92,70,75,85
학생8421,63,60,31,70
학생8422,54,50,23,88
학생8423,64,54,73,83
학생8424,89,36,63,14
학생8425,83,26,81,98
학생8426,18,51,17,6
학생8427,74,85,95,70
학생8428,46,56,39,24
학생8429,70,41,86,93
학생8430,20,88,73,46
학생8431,63,60,55,70
학생8432,21,50,55,88
학생8433,98,90,88,64
학생8434,88,90,62,72
학생8435,92,70,75,85
학생8436,63,60,31,70
학생8437,54,50,23,88
학생8438,64,54,73,83
학생8439,89,36,63,14
학생8440,83,26,81,98
학생8441,18,51,17,6
학생8442,42,92,61,10
학생8443,46,56,39,24
학생8444,70,41,86,93
학생8445,20,88,73,46
학생8446,63,60,55,70
학생8447,21,50,55,88
학생8448,98,90,88,64
학생8449,88,90,62,72
학생8450,92,70,75,85
학생8451,63,60,31,70
학생8452,54,50,23,88
학생8453,64,54,73,83
학생8454,89,36,63,14
학생8455,83,26,81,98
학생8456,18,51,17,6
학생8457,62,69,84,80
학생8458,54,34,56,46
학생8459,40,67,26,96
학생8460,55,85,46,81
학생8461,35,53,86,12
학생8462,42,59,79,10
학생8463,20,83,28,69
학생8464,14,53,19,32
학생8465,77,75,75,98
학생8466,45,30,62,89
학생8467,69,47,71,90
학생8468,51,57,16,0
학생8469,28,69,8,6
학생8470,55,46,97,73
학생8471,52,79,44,16
학생8472,33,62,83,0
학생8473,79,12,53,43
학생8474,55,56,92,40
학생8475,46,56,39,24
학생8476,70,41,86,93
학생8477,20,88,73,46
학생8478,63,60,55,70
학생8479,21,50,55,88
학생8480,98,90,88,64
학생8481,88,90,62,72
학생8482,92,70,75,85
학생8483,63,60,31,70
학생8484,54,50,23,88
학생8485,64,54,73,83
학생8486,89,36,63,14
학생8487,83,26,81,98
학생8488,18,51,17,6
학생8489,46,56,39,24
학생8490,70,41,86,93
학생8491,20,88,73,46
학생8492,63,60,55,70
학생8493,21,50,55,88
학생8494,98,90,88,64
학생8495,88,90,62,72
학생8496,92,70,75,85
학생8497,63,60,31,70
학생8498,54,50,23,88
학생8499,64,54,73,83
학생8500,89,36,63,14
학생8501,83,26,81,98
학생8502,18,51,17,6
학생8503,37,27,97,62
학생8504,70,20,63,0
학생8505,98,,88,64
학생8506,88,90,62,72
학생8507,92,70,,
학생8508,63,60,31,70
학생8509,100,50,,88
학생8510,98,,88,64
학생8511,88,90,62,72
학생8512,92,70,,
학생8513,63,60,31,70
학생8514,100,50,,88
학생8515,56,49,90,44
학생8516,34,28,16,0
학생8517,37,13,9,41
